epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
132,2614.52,1.08078,0.44115,0.0042,0.914,0.91372,0.94878,0.62873,1.2487,0.46742,0.00647,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155
133,2756.55,1.06113,0.44218,0.004,0.91515,0.91667,0.9485,0.62844,1.24869,0.46719,0.00646,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
134,2899.79,1.08422,0.43097,0.00425,0.91411,0.9127,0.94815,0.62887,1.24691,0.46754,0.00646,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165
135,3043.31,1.07338,0.43528,0.00408,0.91576,0.91308,0.94863,0.62928,1.24847,0.4663,0.00647,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
136,3186.11,1.07125,0.43102,0.00406,0.91836,0.91071,0.94876,0.62917,1.24914,0.46219,0.00647,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175
137,3328.46,1.0409,0.42388,0.00405,0.91799,0.91059,0.94894,0.62995,1.24926,0.4654,0.00648,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
138,3471.28,1.06468,0.43208,0.00413,0.92091,0.90542,0.94929,0.63014,1.25073,0.46507,0.00649,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185
139,3614.58,1.07282,0.43603,0.004,0.91946,0.90542,0.94924,0.62903,1.25216,0.46624,0.0065,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
140,3757.21,1.06434,0.41986,0.00403,0.92422,0.90336,0.9492,0.62869,1.25313,0.46639,0.0065,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195
141,3900.36,1.06377,0.4333,0.0041,0.92707,0.89962,0.94928,0.62898,1.25159,0.46929,0.00649,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
142,4042.74,1.07376,0.43248,0.00405,0.92074,0.90608,0.94921,0.62913,1.25261,0.46723,0.00649,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205
143,4185.9,1.05737,0.41898,0.00398,0.92468,0.9012,0.94874,0.62821,1.2526,0.46712,0.00649,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
144,4329.3,1.06019,0.42702,0.00405,0.92653,0.90075,0.94857,0.627,1.2539,0.46558,0.00649,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215
145,4471.85,1.06199,0.4258,0.00409,0.92537,0.90212,0.94839,0.62584,1.25388,0.46727,0.00649,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
146,4615.17,1.06405,0.43409,0.00407,0.92374,0.90212,0.94903,0.627,1.25483,0.46852,0.00649,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225
147,4757.64,1.05498,0.42488,0.00404,0.92479,0.90275,0.94907,0.62734,1.25426,0.47002,0.00649,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
148,4899.6,1.04773,0.42235,0.00399,0.91889,0.90667,0.94885,0.6272,1.2548,0.47218,0.00649,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235
149,5041.95,1.04611,0.42418,0.00402,0.92054,0.9041,0.94919,0.62752,1.2578,0.46667,0.0065,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
150,5184.94,1.04817,0.41617,0.00398,0.91741,0.91138,0.94914,0.62725,1.25876,0.46693,0.00651,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245
151,5327.71,1.04346,0.41728,0.00401,0.91391,0.91402,0.94926,0.6267,1.25903,0.46537,0.00651,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
152,5469.63,1.05171,0.41148,0.00396,0.92059,0.90873,0.94911,0.62714,1.25902,0.46586,0.00651,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255
153,5611.91,1.04509,0.42054,0.00401,0.92545,0.90315,0.94917,0.62667,1.2567,0.47096,0.00649,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
154,5754.86,1.04632,0.42528,0.00399,0.922,0.90692,0.94987,0.62704,1.25638,0.47166,0.00649,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265
155,5897.53,1.04319,0.4171,0.00399,0.91893,0.90706,0.94972,0.62701,1.25653,0.4715,0.00649,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
156,6040.98,1.03636,0.42421,0.00397,0.91927,0.90873,0.94942,0.62685,1.2577,0.473,0.00649,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275
157,6183.68,1.04787,0.42479,0.00402,0.91729,0.9095,0.94983,0.62805,1.2564,0.47502,0.00649,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
158,6328.07,1.04233,0.42035,0.00401,0.9227,0.90476,0.94993,0.62807,1.25605,0.47087,0.00649,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285
159,6471.58,1.05264,0.41853,0.004,0.91818,0.91285,0.94975,0.62752,1.25625,0.47554,0.00648,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
160,6614.47,1.03623,0.41645,0.00391,0.91581,0.91369,0.94915,0.62718,1.2566,0.47584,0.00648,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295
161,6757.43,1.03232,0.41242,0.00393,0.9202,0.90608,0.94888,0.62738,1.25721,0.47587,0.00649,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
162,6900.07,1.02585,0.41194,0.00394,0.92198,0.90675,0.94934,0.62793,1.25692,0.47259,0.00648,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305
163,7042.63,1.02847,0.4085,0.00398,0.91121,0.91336,0.94911,0.6267,1.25689,0.4743,0.00648,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
164,7186.03,1.03344,0.41085,0.00398,0.91744,0.90939,0.9482,0.62669,1.25759,0.47508,0.00649,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315
165,7328.03,1.05338,0.42762,0.00406,0.92413,0.90278,0.94828,0.62649,1.25569,0.47815,0.00648,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
166,7471.89,1.0412,0.42109,0.0041,0.91892,0.90699,0.94889,0.6267,1.25704,0.47297,0.00648,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325
167,7614.42,1.03641,0.41348,0.004,0.92264,0.8992,0.94858,0.62666,1.25726,0.47456,0.00648,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
168,7757.99,1.04591,0.41707,0.004,0.917,0.91071,0.9489,0.62698,1.25741,0.47379,0.00648,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335
169,7900.23,1.0504,0.41367,0.00404,0.91972,0.90873,0.94886,0.62758,1.25709,0.47311,0.00648,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
170,8044.87,1.05977,0.43055,0.00398,0.92061,0.90495,0.94797,0.62669,1.25766,0.47349,0.00648,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345
171,8187.74,1.05128,0.42329,0.00407,0.9217,0.90146,0.94868,0.62712,1.25773,0.47553,0.00648,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
172,8330.4,1.05845,0.4249,0.00405,0.92284,0.90344,0.94875,0.62758,1.25749,0.47525,0.00649,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355
173,8473.42,1.07077,0.42917,0.00415,0.92057,0.90445,0.94865,0.62727,1.25878,0.47448,0.00649,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
174,8616.68,1.06367,0.42868,0.00407,0.92204,0.89947,0.94879,0.62781,1.25828,0.474,0.00649,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365
175,8759.86,1.05134,0.42669,0.00399,0.9241,0.90013,0.94909,0.62862,1.25851,0.47338,0.00649,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
176,8902.18,1.04531,0.42064,0.00397,0.92534,0.90174,0.94938,0.62864,1.25841,0.47046,0.00648,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375
177,9044.78,1.04558,0.41467,0.0039,0.92643,0.90146,0.94964,0.629,1.25819,0.46997,0.00648,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
178,9188.56,1.06203,0.42499,0.00408,0.92889,0.89849,0.94967,0.62915,1.25817,0.46999,0.00648,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385
179,9331.84,1.0325,0.41437,0.00394,0.92707,0.90278,0.94972,0.62895,1.25921,0.4706,0.00648,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
180,179.589,1.03006,0.39997,0.00399,0.92543,0.90285,0.94966,0.62892,1.25915,0.47103,0.00648,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395
181,322.618,1.02846,0.41316,0.00393,0.92537,0.90344,0.94973,0.62883,1.25926,0.46987,0.00648,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
182,465.373,1.03921,0.40569,0.00406,0.92611,0.90353,0.94982,0.6287,1.25872,0.46971,0.00648,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405
183,608.5,1.02727,0.41479,0.00384,0.92861,0.90334,0.94984,0.62867,1.25873,0.46894,0.00648,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
184,750.961,1.02714,0.404,0.00388,0.92878,0.90278,0.94979,0.62842,1.25798,0.47112,0.00648,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415
185,893.956,1.03263,0.412,0.00391,0.92909,0.90117,0.94971,0.62876,1.25868,0.46714,0.00649,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
186,1053.19,1.05439,0.39671,0.00522,0.92803,0.90212,0.95009,0.6286,1.25896,0.46692,0.00649,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425
187,1195.1,1.03537,0.38339,0.00506,0.9258,0.90344,0.95018,0.62857,1.25922,0.46316,0.00648,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
188,1336.93,1.03058,0.3828,0.0051,0.92607,0.90305,0.94993,0.62858,1.26043,0.46434,0.00649,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435
189,1478.06,1.02446,0.37192,0.00517,0.92133,0.90628,0.94986,0.62844,1.26111,0.46642,0.00649,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
190,1619.37,1.02741,0.36504,0.00515,0.91967,0.90867,0.94987,0.6278,1.26156,0.46908,0.0065,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445
191,1761.32,1.0178,0.37715,0.00503,0.91957,0.90675,0.94978,0.62761,1.26118,0.46762,0.0065,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
192,1903.18,1.01806,0.37527,0.005,0.91546,0.9127,0.94963,0.6275,1.26139,0.46969,0.0065,0.0016365,0.0005455,0.0016365,0.0005455,0.0016365,0.0005455,0.0016365,0.0005455
193,2044.66,1.01683,0.3706,0.005,0.91312,0.91402,0.94897,0.62761,1.2614,0.46943,0.0065,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
194,2186.74,1.01819,0.37746,0.00503,0.91432,0.9104,0.94912,0.62778,1.26247,0.4699,0.0065,0.0013395,0.0004465,0.0013395,0.0004465,0.0013395,0.0004465,0.0013395,0.0004465
195,2328.31,1.01599,0.37164,0.00509,0.91362,0.91204,0.9493,0.62788,1.26317,0.46933,0.00651,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
196,2469.8,1.01276,0.36863,0.0051,0.9127,0.91274,0.94927,0.62781,1.26401,0.4698,0.00651,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475
197,2611.05,1.00724,0.36795,0.00496,0.91391,0.91071,0.94912,0.62724,1.26437,0.46848,0.00651,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
198,2753.16,1.01037,0.37195,0.00501,0.92123,0.90494,0.9493,0.62739,1.26436,0.47066,0.00651,0.0007455,0.0002485,0.0007455,0.0002485,0.0007455,0.0002485,0.0007455,0.0002485
199,2894.42,1.00117,0.36688,0.005,0.91369,0.91138,0.94913,0.62665,1.26382,0.4768,0.00652,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
200,3036.01,1.00379,0.37311,0.00502,0.91248,0.91071,0.94872,0.62608,1.26436,0.47747,0.00652,0.0004485,0.0001495,0.0004485,0.0001495,0.0004485,0.0001495,0.0004485,0.0001495
